epoch,train_loss,val_loss,train_step_loss,val_step_loss,train_progress_loss,val_progress_loss,train_acc,val_acc,train_progress_mae,val_progress_mae,train_mistake_loss,val_mistake_loss,train_mistake_acc,val_mistake_acc
1,2.1524708620578625,1.8388678590715923,1.6296869910006129,1.5592459790758322,0.11395257364226166,0.10561051650960379,0.483424815831287,0.4986318669753736,0.2600657529574709,0.2550606484887751,0.40883129751615127,0.1740113618411006,0.8618012422360248,0.9703220374657967
2,1.736012075155022,1.8340800498014147,1.32556691783435,1.5398079963564446,0.09755291056604153,0.1090332866973518,0.570525783619818,0.5137865712481583,0.24158864379333791,0.25155551562219436,0.312892246455983,0.1852387741342943,0.9002600028889209,0.9703220374657967
3,1.6457450596493792,1.9311257928729033,1.244785567592476,1.6391839159586334,0.09292881875136813,0.11001148901039225,0.5959121768019645,0.4969480109450642,0.2337186553868086,0.25218796671703975,0.30803067568718107,0.1819303798389495,0.9002600028889209,0.9703220374657967
4,1.592481814762872,1.8970895274215889,1.200324677308653,1.6045857861879573,0.08934922410231974,0.10725141688554042,0.5996316625740286,0.49505367291096614,0.2278792010244909,0.25185421650233053,0.30280791136306884,0.18525231141738957,0.9002600028889209,0.9703220374657967
5,1.5824779924174772,1.8978082913144014,1.1942843914755195,1.6034833761145757,0.08727666897510632,0.1070074785016187,0.5975371948577206,0.48937065880867187,0.22403816694548997,0.24854930435524716,0.30091693183770674,0.18731743513509064,0.9002600028889209,0.9703220374657967
6,1.5698400011094304,1.895812029613743,1.1852044933158745,1.6130556733300625,0.08669837476196238,0.10524753681684929,0.5990177668640763,0.4878972847821511,0.22442356090565974,0.2499136080950894,0.29793713188543325,0.1775088144607028,0.9002600028889209,0.9703220374657967
7,1.5198984541817928,1.910938554075085,1.140192583257126,1.6201279242900366,0.08574085179073315,0.10594133228703415,0.6103206702296692,0.48937065880867187,0.22220753749102573,0.24937631542671107,0.29396501843009437,0.18486929074685665,0.9002600028889209,0.9703220374657967
8,1.4921384532379653,1.9402282329339324,1.1152944962241031,1.6552918860094845,0.08424858130309067,0.10537708075915078,0.6180124223602484,0.48074089665333614,0.22008898054418682,0.24947021541232137,0.2925953725273513,0.179559257150424,0.9002600028889209,0.9703220374657967
9,1.4658653365985415,1.925602858203558,1.0929677115601817,1.6381506931653802,0.08401634530035829,0.10451347024108053,0.6251263902932255,0.47253209850557776,0.21898823957790722,0.25222907131771066,0.28888127864349894,0.1829386937652129,0.9002600028889209,0.9703220374657967
10,1.4377526756691894,1.9251889264651334,1.0683913986909843,1.6449122149375734,0.08297835935295171,0.10646918576921922,0.6314097934421493,0.47926752262681543,0.21763222791048964,0.24954842821695106,0.28638291605076277,0.1738075175534497,0.9002600028889209,0.9703220374657967
