run_name,features,best_epoch,best_val_loss,best_val_acc,best_val_progress_mae,best_val_step_loss,best_val_progress_loss,input_dim,hidden_dim,lr,weight_decay
exp_2026-06-28_15-27-49,pol_angles + joint_angles + ratios,26,0.93871857970953,0.6767241379310345,0.2364758010953664,0.8562946505844593,0.0824239337816834,22,64,0.001,
exp_2026-07-14_17-29-36,pol_angles + joint_angles + ratios,2,1.7787490912846156,0.3513513513513513,0.2617891814027513,1.6801004580089025,0.0986486566918236,22,64,0.001,
exp_2026-07-14_21-01-50,pol_angles + joint_angles + ratios,4,1.792162299156189,0.3738738738738739,0.2525648602417537,1.702993392944336,0.0891688668302127,22,64,0.0003,
exp_2026-07-14_16-22-25,pol_angles + joint_angles + ratios,5,1.8994256598608836,0.3513513513513513,0.2578357436827251,1.8040436335972376,0.095382028392383,22,64,0.001,
