epoch,train_loss,val_loss,train_step_loss,val_step_loss,train_progress_loss,val_progress_loss,train_acc,val_acc,train_progress_mae,val_progress_mae
1,1.7771064745528358,1.268997773528099,1.670550327215876,1.187047265470028,0.10655614800219025,0.08195051737129688,0.4321608040201005,0.5905172413793104,0.26740344560572077,0.2351574618369341
2,1.4850538543292455,1.16867333650589,1.3996101426226752,1.0872599482536316,0.08544371543186051,0.08141340222209692,0.5270798436627583,0.5862068965517241,0.24368795779134547,0.24692035652697086
3,1.424223197357995,1.1280777491629124,1.3431362850325448,1.0525647178292274,0.0810869123919734,0.07551304111257195,0.5371300949190396,0.5905172413793104,0.2363484829132046,0.2332082986831665
4,1.3777348399162292,1.0752092823386192,1.2975406348705292,0.9925102517008781,0.08019420245130147,0.08269903901964426,0.5494137353433836,0.5818965517241379,0.23396373753036773,0.23966031707823277
5,1.3464824727603368,1.1180685684084892,1.2640763404113906,1.0125357322394848,0.08240613813645073,0.10553284548223019,0.5566722501395869,0.5603448275862069,0.23658738498176848,0.27148757688701153
6,1.3168923588735717,1.149136334657669,1.2386588805488177,1.0495299510657787,0.07823348471096583,0.09960638033226132,0.5633724176437744,0.5646551724137931,0.2299105729907751,0.26039148680865765
7,1.2758136306490218,1.0824151933193207,1.1980338671377726,0.9840339049696922,0.07777976916570749,0.09838128136470914,0.5790061418202122,0.603448275862069,0.2281731909939221,0.2596692908555269
8,1.323598352926118,1.0968299582600594,1.2434195141707147,0.992317695170641,0.0801788357618664,0.10451224679127336,0.5421552205471803,0.6120689655172413,0.2344371218766485,0.2647889479994774
9,1.2992041579314642,1.088796939700842,1.221424943634442,1.0050588175654411,0.07777921183566962,0.08373811421915889,0.570072585147962,0.6508620689655172,0.23116267632160867,0.23827417381107807
10,1.2584878280758858,1.1196314468979836,1.1812046713062696,1.030502200126648,0.07728315490697112,0.08912925096228719,0.5817978782802904,0.6853448275862069,0.22831816066588675,0.24207870289683342
11,1.2049375953418868,1.0257642194628716,1.1320380089538438,0.9324404038488865,0.07289958266275269,0.09332380536943674,0.6046901172529313,0.6982758620689655,0.22089084291032382,0.25549789145588875
12,1.1854480526276998,1.0299078486859798,1.1105335322873933,0.9374859593808651,0.07491452446473497,0.09242188930511475,0.6119486320491345,0.6896551724137931,0.22225709898131235,0.25047948583960533
13,1.1401213822620255,1.0541220977902412,1.0685652898890632,0.960311770439148,0.07155609969049692,0.09381030639633536,0.6393076493579006,0.6594827586206896,0.21653689151363714,0.2522980719804764
14,1.1328129097819328,0.9715135060250759,1.0612843026007925,0.8695463631302118,0.07152861163818411,0.10196714149788022,0.637074260189838,0.6724137931034483,0.2166807454611574,0.26652782410383224
15,1.1060509202735764,1.0138832964003086,1.0358930283359118,0.9228729866445065,0.07015789286898715,0.09101032605394721,0.6420993858179788,0.6724137931034483,0.21509067341685295,0.24691296555101871
16,1.0747180421437537,1.0642671473324299,1.0019810577588422,0.9768422357738018,0.07273698977327772,0.08742491854354739,0.6627582356225572,0.6637931034482759,0.21825581443096911,0.24316739477217197
17,1.0744936923895563,1.0152339115738869,1.0042767098971777,0.9226891808211803,0.07021698541939259,0.09254472889006138,0.6610831937465104,0.6637931034482759,0.21344462649098464,0.24473752453923225
18,1.0412796097142356,1.0244468599557877,0.97214603636946,0.9346450455486774,0.06913357514089771,0.0898018036969006,0.6716917922948074,0.6422413793103449,0.2092340961098671,0.24890166148543358
19,1.1920528465083666,1.1105612218379974,1.1184886885540826,1.0244743451476097,0.07356415575902377,0.08608688227832317,0.6242322724734785,0.5948275862068966,0.21978401206433773,0.24901365861296654
20,1.1370630807110242,0.999288909137249,1.0638793685606547,0.9117660596966743,0.07318371574261359,0.08752284664660692,0.6331658291457286,0.7068965517241379,0.2203993879790817,0.24819293059408665
