frame_index,X_pose,X_step
1828,"[0.8242819905281067, 0.8380894064903259, 0.7523676156997681, 0.6662513613700867, 0.052256904542446136, -0.16709694266319275, 0.09483151882886887, 0.33980342745780945, 0.12911011278629303, -0.1584048867225647, -0.1190122589468956, -0.11419815570116043, -0.07095422595739365, -0.016529671847820282, -0.09467320144176483, -0.00851631909608841, -0.07707303017377853, -0.31683921813964844, -0.15740208327770233, -0.15789666771888733, -0.1591002643108368, -0.09451048821210861, -0.09879843145608902, -0.09139435738325119, -0.08853673934936523, -0.09826439619064331]","[0.0, 1.8045284688603003e-28, 1.1182549677912768e-11, 1.0]"
1829,"[0.8345288038253784, 0.8408218026161194, 0.7457353472709656, 0.663638710975647, 0.06019585207104683, -0.1679905503988266, 0.09782620519399643, 0.3488304018974304, 0.20384152233600616, -0.1606355905532837, -0.13095133006572723, -0.11890255659818649, -0.09826608002185822, -0.05286584049463272, -0.11124926805496216, -0.09828303009271622, -0.18004721403121948, -0.3358033001422882, -0.17191049456596375, -0.2416953295469284, -0.1868615597486496, -0.11169947683811188, -0.0825318917632103, -0.08242933452129364, -0.09949075430631638, -0.08375481516122818]","[0.0, 2.0261401719948356e-28, 8.733203396560363e-12, 1.0]"
1830,"[0.8408303260803223, 0.8408972024917603, 0.759227454662323, 0.6759929060935974, 0.05543394386768341, -0.16597630083560944, 0.09659024327993393, 0.3471169173717499, 0.17261047661304474, -0.16503052413463593, -0.1492522954940796, -0.14694693684577942, -0.12733732163906097, -0.12545445561408997, -0.17957736551761627, -0.17146499454975128, -0.26872706413269043, -0.3077612817287445, -0.28069257736206055, -0.23075233399868011, -0.21025027334690094, -0.1869560182094574, -0.062048979103565216, -0.09244127571582794, -0.07860929518938065, -0.08907478302717209]","[0.0, 2.274967913397236e-28, 6.820344636282449e-12, 1.0]"
1831,"[0.821173906326294, 0.8236955404281616, 0.7710302472114563, 0.668754518032074, 0.05673687532544136, -0.15730220079421997, 0.09817227721214294, 0.34616199135780334, 0.08744969964027405, -0.0891663208603859, -0.07492965459823608, -0.06895451247692108, -0.04133826121687889, -0.04358639195561409, -0.10645516216754913, -0.0930551141500473, -0.2888069748878479, -0.332131564617157, -0.08397646248340607, 0.009034063667058945, -0.2160765826702118, -0.10782702267169952, -0.09287849813699722, -0.08611124008893967, -0.07144682109355927, -0.09208039939403534]","[0.0, 2.5543539037447425e-28, 5.326464963539834e-12, 1.0]"
1832,"[0.7970257997512817, 0.8116370439529419, 0.6812815070152283, 0.6556495428085327, 0.06621963530778885, -0.15865670144557953, 0.08871733397245407, 0.3463086485862732, -0.06815224140882492, -0.078105129301548, -0.06815142184495926, -0.06454013288021088, -0.0460018590092659, -0.059192150831222534, -0.16571298241615295, -0.14976879954338074, -0.0022453442215919495, -0.27573540806770325, -0.33132559061050415, -0.011464649811387062, -0.1920742392539978, -0.16609832644462585, -0.041859690099954605, -0.0719987228512764, -0.0582953616976738, -0.09771290421485901]","[0.0, 2.8680505767927507e-28, 4.159794037006392e-12, 1.0]"
1833,"[0.7705072164535522, 0.7868121862411499, 0.6509527564048767, 0.6454119682312012, 0.0626675933599472, -0.15397867560386658, 0.08626160770654678, 0.34463754296302795, -0.19476155936717987, -0.04257795214653015, -0.03384075313806534, -0.02036484330892563, -0.026526542380452156, -0.00873296707868576, -0.14412863552570343, -0.17539368569850922, -0.09595156461000443, -0.2669283449649811, -0.3244142532348633, 0.018133483827114105, -0.19314783811569214, -0.17362764477729797, -0.023487286642193794, -0.01739112287759781, -0.07366657257080078, -0.07618377357721329]","[0.0, 3.220272348742066e-28, 3.2486624067934455e-12, 1.0]"
1834,"[0.7686305642127991, 0.7816327214241028, 0.7099663615226746, 0.6397708058357239, 0.05925606191158295, -0.15508395433425903, 0.09734397381544113, 0.34431323409080505, -0.05909387022256851, -0.1024436429142952, -0.08900393545627594, -0.0861089825630188, -0.07216218113899231, -0.07952273637056351, -0.05513384938240051, -0.12385990470647812, -0.0843423455953598, -0.19869618117809296, -0.28746265172958374, -0.07415159046649933, -0.10503798723220825, -0.1265406757593155, -0.10223086923360825, -0.04380963370203972, -0.09249822795391083, -0.052259501069784164]","[0.0, 3.6157500257598324e-28, 2.5370985694272985e-12, 1.0]"
1835,"[0.7688873410224915, 0.7809917330741882, 0.7155448198318481, 0.6339512467384338, 0.06589207798242569, -0.14677941799163818, 0.09611773490905762, 0.33917850255966187, -0.0400252565741539, -0.08792659640312195, -0.08272136747837067, -0.07423766702413559, -0.07558422535657883, -0.06085757538676262, -0.026714880019426346, 0.01325408834964037, 0.05653798207640648, -0.2595334053039551, -0.04301191493868828, -0.23853269219398499, -0.09766222536563873, -0.09483137726783752, -0.09433623403310776, -0.04485267400741577, -0.09158051013946533, -0.050229765474796295]","[0.0, 4.059795804115156e-28, 1.9813907459198532e-12, 1.0]"
1836,"[0.7701662182807922, 0.7853246331214905, 0.7151007056236267, 0.6390702128410339, 0.07113847881555557, -0.14458337426185608, 0.09695657342672348, 0.34121137857437134, -0.03978347405791283, -0.15826700627803802, -0.14386798441410065, -0.15478910505771637, -0.12738919258117676, -0.13188810646533966, -0.17618922889232635, -0.19128471612930298, -0.2864092290401459, -0.3106120228767395, -0.3366404175758362, -0.3051927387714386, -0.20541445910930634, -0.1875593513250351, -0.1041703149676323, -0.10203958302736282, -0.09924665093421936, -0.0920766070485115]","[0.0, 4.5583738073633185e-28, 1.547400879306493e-12, 1.0]"
1837,"[0.7773048877716064, 0.7969042062759399, 0.7480669617652893, 0.6511615514755249, 0.06859830766916275, -0.14782239496707916, 0.10634830594062805, 0.3424808084964752, 0.028489423915743828, -0.15704014897346497, -0.15169787406921387, -0.1344524770975113, -0.12397216260433197, -0.10427556931972504, -0.12889453768730164, -0.07859548181295395, 0.010224990546703339, -0.2647150158882141, -0.1787867248058319, -0.28786778450012207, -0.17188496887683868, -0.11678160727024078, -0.10102895647287369, -0.07095318287611008, -0.09448946267366409, -0.0764421820640564]","[0.0, 5.118181938368412e-28, 1.2084691971073203e-12, 1.0]"
1838,"[0.8002794981002808, 0.8113617897033691, 0.7943006753921509, 0.6758551001548767, 0.06702712178230286, -0.14746306836605072, 0.1100197359919548, 0.3416106104850769, 0.02788063883781433, -0.14441408216953278, -0.1317385882139206, -0.13691574335098267, -0.09295973926782608, -0.13446563482284546, -0.11967158317565918, -0.12325374037027359, -0.19736769795417786, -0.28663408756256104, -0.26506808400154114, -0.27900630235671997, -0.1677699238061905, -0.11628776043653488, -0.10598349571228027, -0.06377150118350983, -0.09344787150621414, -0.07570210844278336]","[0.0, 5.746739027633324e-28, 9.437746808019232e-13, 1.0]"
1839,"[0.7922104001045227, 0.8127596378326416, 0.782996654510498, 0.6759416460990906, 0.0680791437625885, -0.14915044605731964, 0.11504465341567993, 0.3475373387336731, -0.01956077292561531, -0.12589700520038605, -0.11463149636983871, -0.109141506254673, -0.11268805712461472, -0.09569372981786728, -0.17140315473079681, -0.14175955951213837, -0.25263094902038574, -0.28544971346855164, -0.32088181376457214, -0.3005199134349823, -0.195152148604393, -0.20498540997505188, -0.09996851533651352, -0.08292194455862045, -0.08455048501491547, -0.08874249458312988]","[0.0, 6.4524888335167355e-28, 7.370570083084504e-13, 1.0]"
1840,"[0.7786614298820496, 0.8073867559432983, 0.7307081818580627, 0.6682673096656799, 0.07437938451766968, -0.1486118882894516, 0.1133507639169693, 0.35457703471183777, -0.09830817580223083, -0.16151313483715057, -0.1454862356185913, -0.1400342881679535, -0.12847036123275757, -0.11332140862941742, -0.17053937911987305, -0.10587703436613083, -0.08358879387378693, -0.3202175796031952, -0.28121691942214966, -0.2883157432079315, -0.19792614877223969, -0.1752183586359024, -0.11382853984832764, -0.08590824902057648, -0.0996299609541893, -0.08231890946626663]","[0.0, 7.244910783204919e-28, 5.756172990513397e-13, 1.0]"
1841,"[0.7807637453079224, 0.8097619414329529, 0.7487590909004211, 0.682620108127594, 0.07647155970335007, -0.14192131161689758, 0.10962503403425217, 0.3479447364807129, -0.06524721533060074, -0.1679377257823944, -0.15571379661560059, -0.1505957692861557, -0.1261264830827713, -0.12014257907867432, -0.12170174717903137, -0.11014331132173538, -0.12194160372018814, -0.3263727128505707, -0.264570951461792, -0.2588018476963043, -0.21530655026435852, -0.18092583119869232, -0.09627576172351837, -0.09436214715242386, -0.099973164498806, -0.08971326053142548]","[0.0, 8.134649491500504e-28, 4.495382202335946e-13, 1.0]"
1842,"[0.77753746509552, 0.8066984415054321, 0.7255831360816956, 0.6917440891265869, 0.07690313458442688, -0.14320071041584015, 0.10116372257471085, 0.3515126407146454, -0.13482163846492767, -0.15004301071166992, -0.14458003640174866, -0.13928136229515076, -0.12769117951393127, -0.11101219058036804, -0.133640319108963, -0.0859653577208519, -0.17920896410942078, -0.2759714126586914, -0.24712908267974854, -0.304400771856308, -0.21322330832481384, -0.1587439775466919, -0.08417009562253952, -0.09464091062545776, -0.08227769285440445, -0.09691043198108673]","[0.0, 9.13365439074344e-28, 3.5107455679563027e-13, 1.0]"
1843,"[0.7735021114349365, 0.8051050901412964, 0.6943701505661011, 0.6930276155471802, 0.08270246535539627, -0.1385602355003357, 0.09642733633518219, 0.34904223680496216, -0.1939295083284378, -0.17320507764816284, -0.15784892439842224, -0.1595800369977951, -0.13967329263687134, -0.1118515133857727, -0.1094655841588974, -0.15200823545455933, -0.3005506694316864, -0.33396461606025696, -0.3199808895587921, -0.30243173241615295, -0.15220291912555695, -0.19098150730133057, -0.08427738398313522, -0.06246287003159523, -0.09493052959442139, -0.08541133254766464]","[0.0, 1.0255347768198649e-27, 2.7417768034242174e-13, 1.0]"
1844,"[0.7963634729385376, 0.8163967728614807, 0.771945059299469, 0.6971015334129333, 0.08460941910743713, -0.13250041007995605, 0.10828857123851776, 0.3442048728466034, -0.1136506199836731, -0.16755008697509766, -0.15518151223659515, -0.14596720039844513, -0.1387380212545395, -0.08804580569267273, -0.15042227506637573, -0.08153010904788971, -0.1225895956158638, -0.2735363841056824, -0.2485085129737854, -0.22919194400310516, -0.19928491115570068, -0.04382691904902458, -0.08453378826379776, -0.10902474820613861, -0.08233480900526047, -0.0757778212428093]","[0.0, 1.1514793284926154e-27, 2.1412376266603111e-13, 1.0]"
1845,"[0.8043351769447327, 0.8183178901672363, 0.8038510084152222, 0.7005610466003418, 0.08491507917642593, -0.1343815177679062, 0.11505113542079926, 0.348794549703598, -0.11750645190477371, -0.1443999707698822, -0.14129520952701569, -0.12607009708881378, -0.1310223788022995, -0.1167140007019043, -0.101386159658432, -0.09279892593622208, -0.09112275391817093, -0.30624672770500183, -0.20475271344184875, -0.2523828446865082, -0.18790100514888763, -0.07538410276174545, -0.10767927765846252, -0.09084740281105042, -0.08399797976016998, -0.06993382424116135]","[0.0, 1.2928911198452371e-27, 1.6722362969172344e-13, 1.0]"
1846,"[0.7940564751625061, 0.8125652074813843, 0.8214758634567261, 0.7271934747695923, 0.08555194735527039, -0.12214064598083496, 0.10930489748716354, 0.3380606174468994, -0.22027823328971863, -0.13333827257156372, -0.1319921314716339, -0.1230190172791481, -0.1192377507686615, -0.14723803102970123, -0.17847289144992828, -0.19270172715187073, -0.3716227114200592, -0.35904625058174133, -0.18158558011054993, -0.15651759505271912, -0.21679921448230743, -0.19714957475662231, -0.08492667227983475, -0.0579361692070961, -0.08299281448125839, -0.06545403599739075]","[0.0, 1.4516694066923874e-27, 1.3059614967139005e-13, 1.0]"
1847,"[0.805448055267334, 0.8173718452453613, 0.8402284979820251, 0.7211700677871704, 0.08520431071519852, -0.12014858424663544, 0.11094123870134354, 0.33869534730911255, -0.20889095962047577, -0.16898556053638458, -0.1550549417734146, -0.16005894541740417, -0.1399899423122406, -0.14656886458396912, -0.16247804462909698, -0.144855335354805, -0.3207925856113434, -0.22616617381572723, -0.21350358426570892, -0.1997513622045517, -0.19208551943302155, -0.19795270264148712, -0.08678911626338959, -0.050725627690553665, -0.08081001788377762, -0.06965065747499466]","[0.0, 1.629947060150978e-27, 1.019912981652625e-13, 1.0]"
1848,"[0.8024885058403015, 0.8209657669067383, 0.8265727758407593, 0.7179374098777771, 0.0906742587685585, -0.12126751989126205, 0.11042172461748123, 0.339871883392334, -0.11017367243766785, -0.13400833308696747, -0.12408748269081116, -0.1189364343881607, -0.11779574304819107, -0.11406680196523666, -0.1827818900346756, -0.18215423822402954, -0.29042762517929077, -0.18936094641685486, -0.301510214805603, -0.25717440247535706, -0.1967223435640335, -0.2039942443370819, -0.10926197469234467, -0.10858932882547379, -0.09934289008378983, -0.09484227746725082]","[0.0, 1.8301187815138596e-27, 7.965185450228493e-14, 1.0]"
1849,"[0.801505982875824, 0.8143705129623413, 0.8365158438682556, 0.7080336809158325, 0.08872624486684799, -0.11795509606599808, 0.11026125401258469, 0.33870917558670044, -0.13828755915164948, -0.15681765973567963, -0.14425718784332275, -0.1440531611442566, -0.11226816475391388, -0.14495381712913513, -0.1755659133195877, -0.18048548698425293, -0.19648104906082153, -0.2718729078769684, -0.2148357778787613, -0.2267601639032364, -0.20021310448646545, -0.17099632322788239, -0.11122040450572968, -0.08343307673931122, -0.09424276649951935, -0.0921654999256134]","[0.0, 2.0548732652798946e-27, 6.220547623010664e-14, 1.0]"
1850,"[0.8213693499565125, 0.8245550990104675, 0.8582761287689209, 0.7038446068763733, 0.09566700458526611, -0.11281789094209671, 0.1097109466791153, 0.32939544320106506, -0.045169830322265625, -0.14733435213565826, -0.1269460767507553, -0.13295993208885193, -0.11838371306657791, -0.10072744637727737, -0.14739185571670532, -0.14066264033317566, -0.17576156556606293, -0.26336994767189026, -0.1766190379858017, -0.15507401525974274, -0.18424849212169647, -0.1718330979347229, -0.08474182337522507, -0.08014781773090363, -0.08354299515485764, -0.0803040862083435]","[0.0, 2.307229599229904e-27, 4.85804328893575e-14, 1.0]"
1851,"[0.8112623691558838, 0.8180262446403503, 0.8341889977455139, 0.7038590908050537, 0.09592704474925995, -0.11737386137247086, 0.10894343256950378, 0.3368563652038574, -0.10581173002719879, -0.1371309757232666, -0.12162600457668304, -0.12526600062847137, -0.11125847697257996, -0.12512072920799255, -0.1515224725008011, -0.18128050863742828, -0.3389764130115509, -0.3545857071876526, -0.2949453890323639, -0.22457168996334076, -0.20224735140800476, -0.19532917439937592, -0.07742638140916824, -0.08958759158849716, -0.1002737507224083, -0.08278212696313858]","[0.0, 2.590577612659004e-27, 3.79397204028787e-14, 1.0]"
1852,"[0.8276423811912537, 0.8286892175674438, 0.8822193741798401, 0.7136603593826294, 0.10056304186582565, -0.11641709506511688, 0.11411828547716141, 0.337955504655838, -0.027258647605776787, -0.14747141301631927, -0.13287819921970367, -0.13327893614768982, -0.133088156580925, -0.1262311339378357, -0.16454105079174042, -0.15247344970703125, -0.22776827216148376, -0.29903703927993774, -0.3136145770549774, -0.26945561170578003, -0.19904251396656036, -0.16977067291736603, -0.09108626842498779, -0.07697727531194687, -0.09094028919935226, -0.0914025530219078]","[0.0, 2.908723135730298e-27, 2.962967666901052e-14, 1.0]"
1853,"[0.8462703824043274, 0.8388274908065796, 0.9144155383110046, 0.7197586297988892, 0.10010044276714325, -0.11790047585964203, 0.11184248328208923, 0.33669015765190125, -0.023840829730033875, -0.1729675680398941, -0.1564767062664032, -0.1589791625738144, -0.1114862933754921, -0.13593120872974396, -0.1615096628665924, -0.1192835122346878, -0.12938140332698822, -0.2314598709344864, -0.27729475498199463, -0.27281105518341064, -0.19941763579845428, -0.1212707906961441, -0.11176362633705139, -0.10896509885787964, -0.08636331558227539, -0.08910070359706879]","[0.0, 3.265939614397387e-27, 2.3139801706706375e-14, 1.0]"
