run_name,features,best_epoch,best_val_loss,best_val_acc,best_val_progress_mae,best_val_step_loss,best_val_progress_loss,input_dim,hidden_dim,lr,weight_decay
exp_2026-08-16_17-44-04,position_z_relative_to_pelvis,27,1.5744113666670665,0.484304932735426,0.2567789001124246,1.487429746559688,0.0869815945625305,16,64,0.0003,
exp_2026-08-16_18-07-33,position_z_relative_to_pelvis + ratios,33,1.637564676148551,0.4798206278026906,0.2615769015891211,1.5445659926959447,0.092998701014689,18,64,0.0003,
exp_2026-08-16_17-27-52,polar_azimuth + position_z_relative_to_pelvis,21,1.6668493236814226,0.4573991031390134,0.2732666390282767,1.5656663179397583,0.1011830121278762,32,64,0.0003,
exp_2026-08-16_17-11-14,polar_azimuth + position_z_relative_to_pelvis + ratios,10,1.8091042722974504,0.3856502242152466,0.2751460969448089,1.7054744107382638,0.1036298349499702,34,64,0.0003,
