epoch,train_loss,val_loss,train_step_loss,val_step_loss,train_progress_loss,val_progress_loss,train_acc,val_acc,train_progress_mae,val_progress_mae,train_mistake_loss,val_mistake_loss,train_mistake_acc,val_mistake_acc,val_step_macro_f1
1,2.8240157487195092,2.40407282254959,2.33484876336656,2.1356211819247615,0.11367342916650325,0.1034219345412555,0.22567287784679088,0.12628920227320564,0.2711474040839845,0.2635438873750205,0.3754935554216212,0.16502970566538303,0.8663272184505754,0.9703220374657967,0.13596585177433318
2,2.246918530777334,2.383598929997838,1.8257048199199633,2.1270997066510517,0.10299902665882842,0.10367699501459526,0.3644133082960181,0.19322247947800464,0.2546020486621268,0.26495689376252984,0.3182146835538946,0.15282222596706443,0.8909071211902354,0.9703220374657967,0.19088602982407887
3,2.0842386244855096,2.3978513040300387,1.666317588759867,2.1458407391215815,0.09852451819299969,0.102904272773768,0.41885743174924167,0.1881709113870764,0.24940130417471737,0.2663759277800397,0.31939651771057576,0.14910628940129392,0.8879820886898744,0.9703220374657967,0.1882772471399966
4,1.9669202485273487,2.519774679559528,1.5560599934171429,2.2791826402246933,0.09734911912321008,0.10908377011598207,0.44592902884106117,0.17554199115975583,0.24841926475216722,0.28271516321487933,0.3135111371501961,0.1315082639418158,0.8886561702537435,0.9703220374657967,0.1803207896837504
5,1.9042174304316273,2.4602768646744875,1.501102193613896,2.2017894460637555,0.09534283257858371,0.10362717795207242,0.45624488420241704,0.21237634182277415,0.24570991153623828,0.27059768368125103,0.3077724042226459,0.15486023788919517,0.8908228609947518,0.9703220374657967,0.20679870048138269
6,1.8717062212338462,2.4351064046458144,1.4658961313473047,2.1735863552707073,0.09510188468718622,0.10435868063279681,0.46988299869998557,0.2268996000841928,0.24530293946778392,0.26504819178250033,0.3107082056233808,0.15716137550470663,0.8889089508401945,0.9703220374657967,0.21575243446860565
7,1.8045529891256593,2.531203730477874,1.4017889172440001,2.2648566141384805,0.09467487248656517,0.10238577471114892,0.4872405989696182,0.22584719006524942,0.24480393322665298,0.26150230005449354,0.3080892001975856,0.16396133499940738,0.8891978429389956,0.9703220374657967,0.2139097337018984
8,1.7513109189922529,2.590329206124495,1.349906206320394,2.3363112774864128,0.09454446711674648,0.10289491248516161,0.49872405989696184,0.22921490212586823,0.24455691678516325,0.2604536718285678,0.3068602444918202,0.15112301313646265,0.8879459771775242,0.9703220374657967,0.21610674087499052
9,1.6925399096919345,2.638975942343116,1.2968850453298617,2.385305181550267,0.09439901689883518,0.10421826367435778,0.5026842890846935,0.23089875815617764,0.2447067314182319,0.2633305699645214,0.30125584722431953,0.14945249194338775,0.8888126534739275,0.9703220374657967,0.21401634387583807
10,1.619242408576483,2.6551408206321714,1.2363706453275058,2.4007457188118684,0.09289913909110056,0.10482933925237228,0.5198733689633589,0.23531888023573985,0.24226170231848404,0.2629145988956013,0.28997262405743063,0.14956576680445816,0.8922552843179739,0.970111555462008,0.21864081666368534
11,1.596854101429723,2.775560517842365,1.2163170474099863,2.50892620887755,0.09343949991669237,0.10682054731825238,0.526421589869517,0.231319722163755,0.2429111543801576,0.2683369717106253,0.28709755307921286,0.1598137604136856,0.8922552843179739,0.970111555462008,0.2181241935176943
12,1.5537053893002646,2.6939571375580225,1.1735908851975267,2.4062858697139093,0.09433843870220132,0.10502623106625919,0.5384106119697626,0.24500105241001893,0.24505253705471458,0.25994489013956346,0.2857760647820763,0.1826450369971422,0.890798786653185,0.9619027573142497,0.22395164554532038
13,1.5180018422772241,2.62505101177355,1.141258806542672,2.3462478549390275,0.09368205576958588,0.10507756719280902,0.5441643796042178,0.2635234687434224,0.2441515485749866,0.2649454597376158,0.2830609788866069,0.17372559644854263,0.8920025037315229,0.9585350452536309,0.2404134079336804
14,1.486260151319542,2.845008604620027,1.1150594473235258,2.5642746914556334,0.09355664192025594,0.10675842414148053,0.5540468968173721,0.2410018943380341,0.2442518119144706,0.2669977101818901,0.2776440641158001,0.17397547780522327,0.8943497520342819,0.9520101031361818,0.22273790456372616
15,1.4637724297238026,2.758970441069175,1.0920344384968197,2.4877562860660385,0.09340292554782957,0.10684413973330649,0.5611849390919158,0.26689118080404123,0.24402751921215526,0.2663470547682092,0.2783350652336035,0.1643700142065818,0.8955655062834031,0.9583245632498422,0.24580688402613843
16,1.4601932227327423,2.7442328396792295,1.0840311927394544,2.4708908236688343,0.09275188488634017,0.10621767682241262,0.5659275843805672,0.26625973479267523,0.2433466246334829,0.2635520965755843,0.2834101457440622,0.1671243440517959,0.8965284799460734,0.9517996211323931,0.24497297738313745
17,1.4276376299086897,2.874360680044856,1.0574664146051036,2.5965884614516033,0.09254447984600155,0.10666155287656025,0.5678294573643411,0.2609976846979583,0.2428378270824825,0.2661773912801514,0.2776267368322597,0.1711106699668114,0.8976479368289277,0.9469585350452536,0.24019193118820487
18,1.377377497799172,2.9114553740273306,1.0131752534447376,2.636458061209463,0.09293778749654827,0.10562150126680787,0.5839351918725023,0.27741528099347507,0.2437552416282715,0.26438603390185683,0.2712644578440503,0.16937580637412683,0.898959988444316,0.9376973268785519,0.2521825534878911
19,1.3654154620096435,2.8435921273063895,1.006793161241876,2.579897596209976,0.09329913315756537,0.10558908279690626,0.5900380374596754,0.2809934750578825,0.2438250139877261,0.2644864066882208,0.2653231688467641,0.15810545962069952,0.903245221243199,0.9435908229846348,0.2545026123432096
20,1.3188488704123122,2.8406938471886463,0.96769960342222,2.593672167093956,0.09264317965474432,0.10584819836805077,0.600727045115316,0.282677331088192,0.24312458388771754,0.2634042362443173,0.25850608608040115,0.1411734832365672,0.905977659011026,0.9530625131551252,0.25228616086879885
21,1.3340605502124239,2.9445594954907177,0.9740060692007066,2.671633334717884,0.09290402328407273,0.10519562831694373,0.6044465308873802,0.27657335297832036,0.24372599961652164,0.26286309835915483,0.2671504582470937,0.1677305372185534,0.9028479946073474,0.9412755209429594,0.24820593659111545
22,1.3375404556873554,2.8986742939981154,0.9820970036015879,2.6319001129967767,0.09222950138829836,0.10778619976444913,0.6026409552698734,0.28372974110713534,0.2426264467805436,0.26597404325041013,0.2632139517286099,0.15898797882550023,0.906230439597477,0.9467480530414649,0.25560021596987
23,1.2787852336568408,2.8179623935796885,0.9285497749177221,2.5614883023496677,0.09286075148431387,0.10556102088137459,0.6168087052819106,0.3104609555882972,0.2433467889014043,0.25884136840693783,0.25737470848168076,0.15091307417090413,0.9082887958014348,0.9501157651020837,0.2721737978538718
24,1.272553840492381,2.962805759502797,0.9204153745449573,2.688385930356917,0.09201900138421455,0.10600575813126466,0.6216235735952622,0.2999368553988634,0.24265573974710442,0.2638082711057045,0.2601194645036592,0.16841405638736867,0.9074943425297318,0.9349610608292991,0.2595542087408136
25,1.281122881433238,2.9776308781798075,0.9277870899975813,2.7131881324490323,0.09294047594828084,0.10618980141159384,0.6193124368048534,0.28814986318669755,0.24369716860102472,0.26489877488574154,0.26039531407826233,0.15825293811193258,0.9054480234965574,0.9362239528520312,0.25577772399021037
26,1.2559273309990957,2.8375664673578878,0.9063916976292653,2.57650953882545,0.0926281469825879,0.10504017550479167,0.6242476768260388,0.31214481161860663,0.24336791638749664,0.26101034807860285,0.2569074853088832,0.1560167494181423,0.9064109971592277,0.9438013049884235,0.2716407110470044
27,1.2755479336881208,2.8949478903645125,0.924912194680729,2.633270913087752,0.09236025122401975,0.10715511474555303,0.6259328807357118,0.31214481161860663,0.2429181791515893,0.26719283121498494,0.25827548729046923,0.15452185540759905,0.9049544994944388,0.9499052830982951,0.27002963240097677
28,1.2519501985034909,2.920349891362404,0.9004216607387595,2.657464035781134,0.09235170289584936,0.10732502556957253,0.6327820309114546,0.3108819195958746,0.2430715490615249,0.26456858976313186,0.25917683320004375,0.15556083717555622,0.9042081949058693,0.9478004630604083,0.2701959515887885
29,1.2569957829456162,2.912911009832005,0.9128857371241043,2.648895920619357,0.09169496766832935,0.10782674396232723,0.6355385430208483,0.2984634813723427,0.24185011019124253,0.2710885133455488,0.25241507638102867,0.1561883439139417,0.9096369589291733,0.9494843190907177,0.2681932127247978
30,1.2867353062021514,3.4873660656056438,0.9371035209692312,3.0168526642850964,0.092318074144823,0.10671948979018087,0.6316746111993837,0.1873289833719217,0.24288618502329204,0.269170972921719,0.2573137103483842,0.3637939129245078,0.9080600895565506,0.7651020837718375,0.1625534947392396
31,1.4002209604432192,2.8999153608181163,1.0334486641774334,2.611534759223499,0.09243009758516704,0.10620183899887845,0.6095382541287496,0.28562407914123344,0.2436917798370417,0.2663077531223137,0.27434219868985615,0.18217876133306615,0.8964803312629399,0.9305409387497369,0.25076667956445303
32,1.2348139828334759,3.014007717485989,0.8814663733255479,2.7101248581476534,0.09264486336049144,0.10682204954777276,0.6474914536087438,0.29404335929278047,0.24300835601710305,0.26593910667140686,0.26070274792820025,0.19706081906105521,0.9048822764697385,0.9124394864239107,0.2576597784811756
33,1.186803281046061,2.9114710879076626,0.841964139047083,2.6467869819143166,0.0914425137539102,0.10570685678278448,0.659372141171939,0.3140391496527047,0.24176085826173274,0.2620245507392751,0.2533966295686229,0.15897726093609107,0.9090952862439212,0.9353820248368765,0.27357773688544806
34,1.1572495563269363,3.1529029993260527,0.8131458927339638,2.874659350518385,0.09126583973133338,0.10759583499371725,0.6650416486109105,0.3306672279520101,0.241116475057944,0.26916998715862545,0.2528378229027387,0.17064781116419303,0.9091795464394049,0.9248579246474427,0.28053180456282556
