epoch,train_loss,val_loss,train_step_loss,val_step_loss,train_progress_loss,val_progress_loss,train_acc,val_acc,train_progress_mae,val_progress_mae,train_mistake_loss,val_mistake_loss,train_mistake_acc,val_mistake_acc,val_step_macro_f1
1,2.51941285933371,2.3116509217024266,2.039558545592271,2.043402124428125,0.11244438655702797,0.10684642531586716,0.3492344359381771,0.2934119132814144,0.2674384174961825,0.266862835031739,0.3674099257530558,0.16140236454575235,0.885875583802783,0.9703220374657967,0.21802711677196648
2,2.091459985357697,2.38020259251906,1.6749012823011644,2.1178442864621103,0.10325575906781011,0.10854491006431642,0.4651403534113342,0.3068827615238897,0.25476733244253497,0.2661381972136769,0.31330294433633743,0.15381340182403394,0.890895084019452,0.9703220374657967,0.23045002795449676
3,1.9430264068319099,2.337012031032672,1.5333696325453563,2.084556958746142,0.09895941334788642,0.10783151742197677,0.5101834464827387,0.3458219322247948,0.2510531089607675,0.2699879246722654,0.3106973591701005,0.14462355936950677,0.8879820886898744,0.9703220374657967,0.2592645117186367
4,1.8292327391360284,2.462545427524658,1.4294523453412848,2.214348297549709,0.09637441248013924,0.1071687519423821,0.5480403485964659,0.3717112186908019,0.24816991294737273,0.27328138427488313,0.30340598126083884,0.14102838045545588,0.8886561702537435,0.9703220374657967,0.2908273365342337
5,1.7518525333442194,2.383109862525229,1.3629519732905673,2.123996347885236,0.09442293630749944,0.10779908549393143,0.5728008088978767,0.3700273626604925,0.2462184197454174,0.2719430184342155,0.2944776216798355,0.15131442936325895,0.8908228609947518,0.9703220374657967,0.29921096795498614
6,1.7855307766334971,2.520297262030117,1.3790106140365896,2.245158125749849,0.09621552678380327,0.11139824430918323,0.5695628099571477,0.36960639865291517,0.248463184133619,0.27591849087995535,0.31030463758741084,0.16374089234719433,0.8889450623525447,0.9703220374657967,0.2873493070972516
7,1.6756942732056677,2.493153355844747,1.2854194560010326,2.226015944284514,0.09489732688681461,0.109154275641298,0.6003298184794645,0.39107556303936014,0.24805380378238295,0.2710298735742225,0.2953774905398777,0.15798313053944132,0.889209880109779,0.9703220374657967,0.3043958379599915
8,1.598695826895506,2.4648109952215647,1.2120858856753383,2.207373407270451,0.09418643646903982,0.10587658118128584,0.6234171120419857,0.4197011155546201,0.24736193491857073,0.2643583686660986,0.2924235066502743,0.15156100671389458,0.8882107949347585,0.9703220374657967,0.3250071612782056
9,1.5369974543807354,2.5240465298975625,1.1558695688504363,2.2663775044792973,0.09427985961554948,0.1075443127503259,0.6409793442149357,0.4005472532098506,0.2479013274944169,0.27166654947602287,0.28684802667132303,0.1501247093885445,0.8904737830420338,0.970111555462008,0.30752373989880016
10,1.5119720911783374,2.4977471563829954,1.1393348135058057,2.2357300422086737,0.09278910450654919,0.10883383909921884,0.6516202031874428,0.3973900231530204,0.24569732303468772,0.27595406166630476,0.27984817410371754,0.15318327513678587,0.8958182868698541,0.969480109450642,0.3129813604903218
