epoch,train_loss,val_loss,train_step_loss,val_step_loss,train_progress_loss,val_progress_loss,train_acc,val_acc,train_progress_mae,val_progress_mae,train_mistake_loss,val_mistake_loss,train_mistake_acc,val_mistake_acc
1,1.8825643250987705,1.5766466977177085,1.4486844634652463,1.2924620576284744,0.10001391572852388,0.07361937195553885,0.49228999829613224,0.5510062456627343,0.23970194927312696,0.19652280809132608,0.33386594715860624,0.21056526232060496,0.8972993695689214,0.9462179042331714
2,1.5717978427130779,1.5106817005754827,1.2008355788541425,1.225522592008769,0.0820138802756974,0.07129970149925122,0.5737774748679503,0.5648854961832062,0.2164052593285771,0.19249024733409778,0.2889483874252609,0.21385940807042542,0.9013460555460896,0.9458709229701596
3,1.474261695585069,1.5375649732547803,1.1135505512559771,1.2430524364277558,0.07845286550431713,0.071709661550083,0.5981853808144488,0.5589868147120055,0.21108587557191094,0.20254264853812837,0.2822582803219963,0.22280286799010995,0.9018572158800477,0.945176960444136
4,1.4250343135007395,1.450318803171535,1.0735076285025729,1.1714214643279275,0.07624869013068136,0.06945411844567938,0.6109217924689044,0.5818875780707842,0.20765409486657593,0.1915521740422144,0.27527799351237286,0.20944323079599128,0.9020701993525302,0.945176960444136
5,1.3825555033677281,1.4370132078836253,1.036064537490746,1.157737902723826,0.07523415094794711,0.07229049963323952,0.6257454421536889,0.5759888965995836,0.20634209768648692,0.19304637602724872,0.2712568144646425,0.20698479913011358,0.9018572158800477,0.9437890353920888
6,1.3478064649111567,1.504071791420926,1.0064659626997134,1.2096098378136917,0.07588901953157595,0.07019340904982208,0.6342221843584938,0.5489243580846634,0.20775481295195847,0.1958204128748768,0.2654514809517185,0.22426854368749555,0.903475890270915,0.9389312977099237
7,1.310274515717166,1.4429064301344066,0.9749314149166648,1.1522562773181841,0.0747182764727064,0.0693249236792326,0.643976827398194,0.5943789035392089,0.20591021363676731,0.20004284774864112,0.26062482361978667,0.22132524121348018,0.9056057249957403,0.9375433726578765
8,1.2835994969434243,1.5453336048093471,0.9526048995331132,1.2502503803634382,0.0748273141311649,0.06982212996744848,0.6542426307718521,0.5454545454545454,0.20611928800268134,0.20167685684921977,0.25616728293656166,0.22526109568610952,0.9067132390526496,0.9358084663428174
9,1.2365297833482967,1.3892407767720274,0.9137545012404549,1.097549733879802,0.07415577525663766,0.06968202269994296,0.665658544896916,0.6040943789035392,0.20501113584523956,0.19522678082460884,0.24861950845500755,0.2220090209700904,0.9081615266655307,0.9347675225537821
10,1.1972437737260917,1.4303353098886353,0.8809326417764461,1.130195254357634,0.07395102349122636,0.06952685852545304,0.6777134094394275,0.5947258848022207,0.20502436144800212,0.2033260282088112,0.24236010682416384,0.2306131808455665,0.9104617481683421,0.9354614850798056
11,1.1696207202585256,1.3962044154222195,0.8597358237007983,1.0999129435845785,0.07371819377128207,0.06976476751759157,0.6856363946157779,0.6037473976405274,0.20562933448306223,0.197981399166715,0.23616670439024876,0.2265267012906926,0.9121656159482024,0.9316446911866759
12,1.148931795066319,1.4301008745045451,0.8401473981483106,1.1274810434820561,0.07339335158619553,0.07175408958733737,0.6905776111773726,0.6030534351145038,0.2043920389759768,0.20360630521407494,0.23539104439033962,0.23086573090404272,0.9104617481683421,0.92470506592644
13,1.1244734655608923,1.4113830199444688,0.8225069393984953,1.1063191211976848,0.07315749823488803,0.07102877710137394,0.6993525302436531,0.6120749479528106,0.20455001610298248,0.19848526637632768,0.2288090267018174,0.23403512342106347,0.9163400920088601,0.9257460097154754
14,1.081565390490706,1.3967087183679854,0.7876402749109008,1.1014537842800984,0.07313568408699955,0.07044764444395736,0.7093627534503323,0.6155447605829285,0.2043289990349589,0.1987619074163856,0.22078943071374288,0.22480727994755667,0.9164678820923496,0.9233171408743928
15,1.08642547258889,1.3977501728050001,0.793169965657941,1.0942142864914386,0.07270557491479274,0.06862298886363323,0.7121741352871017,0.6148507980569049,0.2036675420825748,0.20097718764464934,0.22054993258713051,0.23491289660048026,0.9173198159822797,0.9222761970853574
16,1.0653389919681184,1.4100788008053224,0.7769193241641696,1.0984999535830466,0.0728184761154676,0.06982084351417782,0.7170727551542,0.6287300485773768,0.2033137040826865,0.19547909727463356,0.21560119286341953,0.241758008630803,0.9195774407905947,0.9146426092990978
17,1.0146241964371392,1.4182246737591513,0.7362862112411687,1.1080928247954165,0.0721372308371949,0.06892427288323313,0.728829442835236,0.6207494795281054,0.20201594588582783,0.20124328161006447,0.20620075468105906,0.24120757598199646,0.9238371102402454,0.9149895905621096
18,1.033972333741123,1.372305576617901,0.7534692298407776,1.077777395393331,0.07181992701303001,0.06774812283833603,0.7237604361901516,0.6235253296321999,0.20186278257488555,0.192438148862713,0.20868317715884555,0.22678006459974204,0.9234111432952803,0.9240111034004164
19,1.0024491827072175,1.3387322687021979,0.7275292035750537,1.0340599256086644,0.072088326665012,0.06906100082119088,0.7308740841710684,0.6346287300485773,0.20199927935320935,0.19846514284938246,0.20283165149776422,0.23561133706307674,0.9243908672686999,0.9170714781401804
20,0.9604289049348649,1.4250307090498588,0.6946878820576525,1.1308193841109893,0.07123992509114727,0.0671760459113252,0.7422474016016357,0.6228313671061763,0.2010000898865653,0.1945673650601408,0.19450109707805702,0.22703527279452748,0.9271596524109729,0.919500346981263
21,0.9607999574098665,1.3866309914942627,0.6915750896979418,1.0746630676868525,0.07172939977139153,0.06830727521862302,0.741352871017209,0.6245662734212353,0.20216285453586552,0.19740520565064398,0.19749546837701135,0.24366063813923264,0.924902027602658,0.9080499653018737
22,0.9992142563701001,1.380015688610601,0.728591928162107,1.082860512536142,0.07181305253284423,0.06807258817275147,0.7262310444709491,0.6269951422623178,0.20159244540398713,0.19784758362796281,0.1988092755508033,0.2290825889144249,0.9263929119100358,0.9184594031922276
23,0.9741525912317334,1.4032670550130226,0.708134742742988,1.105807061624396,0.07105577745213495,0.06770544349737875,0.7389248594309081,0.6186675919500347,0.20002326629142345,0.19616253027221658,0.1949620722572266,0.2297545448751547,0.9285227466348611,0.9167244968771686
24,0.913974318744701,1.3913352813694504,0.6605595517548294,1.0934158385332142,0.07056693929661197,0.06764211638697556,0.7540466859771682,0.6349757113115891,0.19913718561141952,0.19537330582574175,0.1828478277617766,0.23027732402916518,0.9317600954165957,0.9184594031922276
25,0.9205896479638461,1.3402107569215063,0.6643091582309972,1.0529114139153735,0.07071170686396494,0.06638984056701372,0.7540466859771682,0.63705759888966,0.19916484230870446,0.19295255094766617,0.1855687820035406,0.2209095056510945,0.9287783268018401,0.9184594031922276
26,0.8930163010751844,1.4827023919794586,0.641715683956562,1.1761010069359135,0.07099856965101707,0.06735704657058794,0.7614159141250639,0.6020124913254684,0.20079247866648095,0.19556828612809654,0.180302046579423,0.2392443449327282,0.9319730788890782,0.9097848716169327
27,0.8738471114911566,1.4049615929578687,0.6286046148686383,1.1126327107732112,0.06972444299557716,0.06615714763628912,0.7632049752939172,0.6308119361554476,0.19833134996834179,0.19182620877093012,0.17551805446944543,0.2261717317978964,0.9346992673368547,0.9153365718251214
28,0.8455579661299812,1.4409088426075138,0.6032763846644913,1.1284934366428918,0.06996627678531311,0.06739125097845937,0.7740671323905265,0.6394864677307426,0.1988912956631801,0.193279780119985,0.172315304746156,0.24502415027613955,0.9354660078377918,0.9163775156141568
29,0.867798812626493,1.4439254763771545,0.6230112745424058,1.1346503639962155,0.07019981316085246,0.06795086398475118,0.7682739819390015,0.6221374045801527,0.19934811987165535,0.1954829550378925,0.17458772380412518,0.2413242497135358,0.9324842392230362,0.9132546842470507
30,0.8467981453162773,1.4289462134897053,0.6054231779857943,1.1225697999912223,0.0696936012816689,0.06678116964278641,0.7733429885840859,0.6398334489937544,0.1985791713933204,0.19073384222421016,0.17168136684564056,0.23959525096534678,0.9355086045322883,0.9115197779319917
