frame,nose_speed,left_eye_speed,right_eye_speed,left_ear_speed,right_ear_speed,left_shoulder_speed,right_shoulder_speed,left_elbow_speed,right_elbow_speed,left_wrist_speed,right_wrist_speed,left_hip_speed,right_hip_speed,left_knee_speed,right_knee_speed,left_ankle_speed,right_ankle_speed,nose_accel,left_eye_accel,right_eye_accel,left_ear_accel,right_ear_accel,left_shoulder_accel,right_shoulder_accel,left_elbow_accel,right_elbow_accel,left_wrist_accel,right_wrist_accel,left_hip_accel,right_hip_accel,left_knee_accel,right_knee_accel,left_ankle_accel,right_ankle_accel,nose_dist_hip,left_eye_dist_hip,right_eye_dist_hip,left_ear_dist_hip,right_ear_dist_hip,left_shoulder_dist_hip,right_shoulder_dist_hip,left_elbow_dist_hip,right_elbow_dist_hip,left_wrist_dist_hip,right_wrist_dist_hip,left_hip_dist_hip,right_hip_dist_hip,left_knee_dist_hip,right_knee_dist_hip,left_ankle_dist_hip,right_ankle_dist_hip,nose_dist_shoulder,left_eye_dist_shoulder,right_eye_dist_shoulder,left_ear_dist_shoulder,right_ear_dist_shoulder,left_shoulder_dist_shoulder,right_shoulder_dist_shoulder,left_elbow_dist_shoulder,right_elbow_dist_shoulder,left_wrist_dist_shoulder,right_wrist_dist_shoulder,left_hip_dist_shoulder,right_hip_dist_shoulder,left_knee_dist_shoulder,right_knee_dist_shoulder,left_ankle_dist_shoulder,right_ankle_dist_shoulder,nose_dist_half_body,left_eye_dist_half_body,right_eye_dist_half_body,left_ear_dist_half_body,right_ear_dist_half_body,left_shoulder_dist_half_body,right_shoulder_dist_half_body,left_elbow_dist_half_body,right_elbow_dist_half_body,left_wrist_dist_half_body,right_wrist_dist_half_body,left_hip_dist_half_body,right_hip_dist_half_body,left_knee_dist_half_body,right_knee_dist_half_body,left_ankle_dist_half_body,right_ankle_dist_half_body,left_elbow_angle_deg,right_elbow_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,neck_angle_deg,wrist/shoulder_ratio
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6031644,1.6928011,1.6775985,1.7031667,1.7019033,1.4143766,1.2932479,0.43802515,0.88477296,0.98700094,1.2875382,0.14706063,0.1470606,1.0152838,1.1547467,0.9456781,1.0090146,0.40465248,0.42062786,0.42864782,0.37182057,0.40277117,0.24428047,0.24428047,0.9691607,1.3033469,1.8585393,2.0462062,1.333593,1.3484765,2.2015555,2.2119303,2.1756988,2.1767542,0.9605931,1.0378108,1.0270525,1.036973,1.0417049,0.76541907,0.6495236,0.34837988,0.89250624,1.3304018,1.5742161,0.675165,0.6897878,1.5794377,1.6336575,1.5394108,1.560123,154.85455,176.21342,20.034111,35.770493,129.71042,0.6256755
1,0.014699517,0.011345424,0.01720211,0.0030706208,0.011350964,0.018220779,0.025401315,0.07129104,0.023389788,0.014506638,0.016980844,0.011962307,0.04267997,0.022618543,0.028279034,0.012138426,0.008597375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.593336,1.6836743,1.6643186,1.7041929,1.6924965,1.4212825,1.3031044,0.4219123,0.87777734,0.9469793,1.2727505,0.16252697,0.16252698,0.97786963,1.1080633,0.9205186,0.995221,0.40625528,0.41523477,0.42405945,0.3678809,0.39453492,0.26301143,0.2630114,0.94060034,1.3247856,1.8535997,2.0648036,1.3404788,1.3548881,2.1910784,2.1863887,2.1726484,2.1873484,0.9510045,1.0276759,1.0136169,1.0355351,1.0308391,0.77274686,0.6604212,0.2896509,0.90294135,1.3110411,1.5792979,0.6813056,0.695411,1.5591842,1.5989304,1.5285307,1.5620521,151.75473,176.88385,16.828241,34.371964,134.29361,0.6269605
2,0.009865219,0.013610369,0.013549427,0.020245928,0.0070002973,0.018431654,0.009405721,0.03819242,0.0183838,0.048748177,0.032328576,0.01875732,0.020392528,0.011620474,0.011527916,0.02164062,0.04437182,0.004834298,0.0022649448,0.0036526825,0.017175307,0.004350667,0.00021087565,0.015995594,0.033098616,0.005005989,0.03424154,0.015347732,0.0067950124,0.022287441,0.010998069,0.016751118,0.009502193,0.035774447,1.5747944,1.6616675,1.641586,1.6903763,1.6754067,1.4207846,1.2910551,0.4501947,0.897386,1.0076122,1.3155383,0.15569356,0.15569358,0.9981109,1.115134,0.9187203,0.967852,0.39547622,0.40152568,0.40810347,0.35769516,0.38147488,0.25546858,0.2554686,0.90935946,1.3471563,1.9050055,2.102122,1.3302112,1.3542316,2.2049577,2.1868782,2.1658561,2.1540086,0.9347855,1.0083727,0.99313194,1.0238621,1.0158199,0.77303374,0.6493676,0.26540425,0.9304301,1.370328,1.6218551,0.6726705,0.6962229,1.5762824,1.6026897,1.5241799,1.5309734,152.90498,177.88966,17.260695,35.723213,133.84456,0.6147677
3,0.019497333,0.0102716535,0.022181662,0.007993259,0.036406573,0.010599667,0.035547145,0.04685874,0.024578664,0.06102295,0.019518033,0.0095888,0.017347632,0.01093279,0.010481976,0.0021377818,0.014419569,0.009632114,0.003338715,0.008632235,0.01225267,0.029406276,0.007831987,0.026141424,0.008666318,0.0061948653,0.012274772,0.012810543,0.009168519,0.0030448958,0.00068768393,0.0010459404,0.019502837,0.029952252,1.5926006,1.6767931,1.6541011,1.7018967,1.6774907,1.4288822,1.2854967,0.4487083,0.90752715,0.9459396,1.2933948,0.16695653,0.16695656,0.9874718,1.107921,0.9114901,0.9759337,0.41155893,0.4132205,0.4249968,0.37319863,0.39525232,0.27748227,0.27748227,0.89097095,1.3578969,1.8364835,2.0706239,1.3246163,1.3569648,2.1926506,2.167072,2.1542528,2.1555529,0.95412374,1.0240442,1.0078739,1.0369852,1.0210646,0.7853813,0.6497864,0.23464334,0.9440435,1.3004652,1.5930003,0.6698618,0.70148945,1.5648905,1.5872362,1.5143589,1.5352201,149.93103,178.24063,15.387351,35.937122,131.6908,0.63044065
4,0.019418597,0.019546723,0.020316236,0.02068107,0.017106002,0.025544949,0.009974573,0.022875939,0.015978184,0.041339472,0.027559415,0.025188217,0.027264277,0.002853373,0.020075556,0.014014547,0.004937263,7.873587e-05,0.009275069,0.0018654261,0.012687812,0.01930057,0.014945282,0.025572572,0.0239828,0.008600481,0.019683477,0.008041382,0.015599417,0.009916645,0.008079417,0.00959358,0.011876765,0.0094823055,1.5742344,1.656569,1.6341436,1.6857849,1.662615,1.4296677,1.2826097,0.44983745,0.91947013,0.95387894,1.2992187,0.16212839,0.16212842,1.0152314,1.1505314,0.9228563,1.0060145,0.40508473,0.3991965,0.41383356,0.35755077,0.38431653,0.2767096,0.27670965,0.8877908,1.3497181,1.861675,2.0787587,1.3220803,1.3566784,2.2082593,2.1980574,2.1572616,2.172319,0.9376387,1.004889,0.98937064,1.0212096,1.0069788,0.7863023,0.64717877,0.2308148,0.94424284,1.3213145,1.6008172,0.6671605,0.70103014,1.5847915,1.6234536,1.5201095,1.556769,150.73438,179.66081,14.91296,36.96724,133.81007,0.6366348
5,0.005682265,0.005788047,0.007982786,0.0035730444,0.00937877,0.0070081213,0.011809644,0.03750029,0.014176302,0.019325241,0.017118238,0.018132579,0.01690817,0.017295914,0.032389764,0.021301514,0.035599068,0.013736332,0.013758676,0.01233345,0.017108025,0.007727232,0.018536828,0.0018350715,0.01462435,0.0018018819,0.02201423,0.010441177,0.0070556384,0.010356106,0.014442541,0.012314208,0.007286967,0.030661805,1.5880543,1.6703413,1.6489335,1.6927032,1.6735897,1.4291962,1.2976102,0.4338127,0.9419796,0.9757738,1.2965224,0.16028415,0.16028409,1.0087258,1.1713548,0.93308985,0.983386,0.40805328,0.4033219,0.4170246,0.35623068,0.38432947,0.27084062,0.2708406,0.92132896,1.3672999,1.8828588,2.075854,1.334778,1.3599393,2.1951194,2.196818,2.1596348,2.1393945,0.9469695,1.0143441,0.9994924,1.0240175,1.0133337,0.7813563,0.6565918,0.2665702,0.964861,1.3420824,1.5961233,0.6754265,0.70007306,1.5718073,1.6283674,1.5231148,1.5246533,151.36063,177.70885,16.048609,37.598866,134.46857,0.60903037
6,0.024622105,0.021707444,0.026517674,0.0048948345,0.009205473,0.02813033,0.019302523,0.06071419,0.0207193,0.050666608,0.005040006,0.023077207,0.027990285,0.0050408957,0.045039713,0.02595382,0.041074898,0.01893984,0.015919397,0.018534888,0.00132179,0.00017329771,0.02112221,0.0074928785,0.0232139,0.0065429974,0.031341366,0.012078232,0.004944628,0.011082115,0.012255019,0.01264995,0.0046523064,0.0054758303,1.5842469,1.6674672,1.6455251,1.7110792,1.6899555,1.465734,1.329209,0.44375303,0.9388275,0.9086864,1.2761815,0.16894309,0.16894314,0.98048496,1.1696076,0.9355438,0.9489373,0.41620764,0.39428705,0.41839635,0.34061918,0.38584176,0.28013858,0.28013855,0.92898935,1.3721557,1.8828382,2.0932953,1.3692329,1.3930191,2.2107193,2.2140877,2.2023983,2.130744,0.9336789,0.9990883,0.9857113,1.0257336,1.0161862,0.8022778,0.67294866,0.24534024,0.9551581,1.3098161,1.5923207,0.6941852,0.7174572,1.5666965,1.6325766,1.5469722,1.5001663,149.37682,177.00618,12.899787,36.400288,141.97955,0.67907524
7,0.031424623,0.033853088,0.030756958,0.029755713,0.0118278675,0.03127868,0.013795499,0.08784893,0.012203802,0.08007701,0.028415166,0.035626538,0.025052171,0.011138174,0.03819968,0.0059688054,0.024041124,0.006802518,0.012145644,0.0042392835,0.02486088,0.0026223948,0.0031483509,0.005507024,0.027134743,0.008515497,0.0294104,0.023375161,0.012549331,0.002938114,0.006097278,0.0068400316,0.019985015,0.017033774,1.5440911,1.6260179,1.601709,1.6789457,1.6497735,1.4619323,1.3070436,0.47655526,0.93730164,0.8502824,1.3094578,0.16548885,0.1654889,1.0112966,1.1811103,0.9583187,0.9743279,0.41573447,0.3841921,0.40776086,0.3215683,0.3588819,0.28336123,0.28336123,0.88244617,1.3878101,1.8685428,2.1267436,1.3517251,1.3829801,2.2273378,2.2392452,2.2158039,2.1575024,0.9043775,0.967027,0.95144236,1.0002522,0.98216426,0.80507267,0.65855944,0.20562196,0.97038543,1.2831947,1.6304083,0.6831148,0.7137105,1.5909902,1.6565001,1.5663502,1.5301759,149.27318,177.58954,9.733286,36.844265,144.73709,0.8497125
8,0.016765323,0.0117598055,0.0058912244,0.005923485,0.013514474,0.008138044,0.03233323,0.056614146,0.0054406156,0.042457942,0.03936469,0.035343666,0.069614224,0.021659702,0.016453225,0.03939527,0.07249795,0.0146593,0.022093281,0.024865733,0.023832228,0.0016866066,0.023140637,0.01853773,0.031234786,0.006763187,0.037619065,0.010949526,0.00028287247,0.044562053,0.010521528,0.021746457,0.033426464,0.048456825,1.4907659,1.5798552,1.5562088,1.6321491,1.6201202,1.413626,1.2965527,0.3800217,0.94336534,0.88963765,1.3194597,0.16726948,0.16726948,1.0704159,1.2117366,1.0337298,1.0871775,0.40713271,0.37579727,0.39117238,0.30783725,0.3558351,0.29264852,0.29264858,0.944571,1.3994739,1.8514152,2.0967846,1.3428078,1.3269991,2.2550433,2.2424402,2.2611856,2.2410789,0.86922807,0.93812066,0.9213513,0.9699611,0.96808636,0.77683854,0.66695833,0.28249392,0.99283427,1.2927041,1.6217976,0.6906832,0.67523336,1.6361517,1.6762782,1.6285781,1.6320791,147.63127,179.85065,11.54695,37.10921,151.8961,0.76872706
9,0.0134195555,0.017400827,0.010902989,0.023361428,0.00415506,0.017390799,0.018295392,0.034420464,0.012342299,0.060528304,0.007866532,0.013917837,0.022447655,0.0138981305,0.008745136,0.0154231265,0.012815475,0.003345767,0.0056410218,0.0050117644,0.017437942,0.009359414,0.009252755,0.014037836,0.022193681,0.0069016838,0.018070363,0.03149816,0.021425828,0.04716657,0.0077615716,0.0077080894,0.023972142,0.059682474,1.4784657,1.5674638,1.5455894,1.610949,1.605784,1.3846084,1.2896057,0.36135772,0.93981475,0.8445413,1.3158886,0.16864449,0.16864447,1.0919557,1.2091384,1.0476441,1.0941783,0.40694252,0.38039294,0.39046973,0.30543563,0.35283098,0.29280028,0.29280025,0.9463096,1.3829017,1.8350464,2.080525,1.3292974,1.3033073,2.2623806,2.2314553,2.2636037,2.238926,0.8658154,0.9352678,0.9190004,0.9581903,0.9619881,0.7585125,0.6695615,0.2948657,0.98576856,1.2705226,1.6136845,0.6867615,0.66138524,1.6520507,1.6717086,1.6384854,1.6367385,146.67772,179.81548,9.355489,37.165867,153.14095,0.86916274
