frame,nose_speed,left_eye_speed,right_eye_speed,left_ear_speed,right_ear_speed,left_shoulder_speed,right_shoulder_speed,left_elbow_speed,right_elbow_speed,left_wrist_speed,right_wrist_speed,left_hip_speed,right_hip_speed,left_knee_speed,right_knee_speed,left_ankle_speed,right_ankle_speed,nose_accel,left_eye_accel,right_eye_accel,left_ear_accel,right_ear_accel,left_shoulder_accel,right_shoulder_accel,left_elbow_accel,right_elbow_accel,left_wrist_accel,right_wrist_accel,left_hip_accel,right_hip_accel,left_knee_accel,right_knee_accel,left_ankle_accel,right_ankle_accel,nose_dist_hip,left_eye_dist_hip,right_eye_dist_hip,left_ear_dist_hip,right_ear_dist_hip,left_shoulder_dist_hip,right_shoulder_dist_hip,left_elbow_dist_hip,right_elbow_dist_hip,left_wrist_dist_hip,right_wrist_dist_hip,left_hip_dist_hip,right_hip_dist_hip,left_knee_dist_hip,right_knee_dist_hip,left_ankle_dist_hip,right_ankle_dist_hip,nose_dist_shoulder,left_eye_dist_shoulder,right_eye_dist_shoulder,left_ear_dist_shoulder,right_ear_dist_shoulder,left_shoulder_dist_shoulder,right_shoulder_dist_shoulder,left_elbow_dist_shoulder,right_elbow_dist_shoulder,left_wrist_dist_shoulder,right_wrist_dist_shoulder,left_hip_dist_shoulder,right_hip_dist_shoulder,left_knee_dist_shoulder,right_knee_dist_shoulder,left_ankle_dist_shoulder,right_ankle_dist_shoulder,nose_dist_half_body,left_eye_dist_half_body,right_eye_dist_half_body,left_ear_dist_half_body,right_ear_dist_half_body,left_shoulder_dist_half_body,right_shoulder_dist_half_body,left_elbow_dist_half_body,right_elbow_dist_half_body,left_wrist_dist_half_body,right_wrist_dist_half_body,left_hip_dist_half_body,right_hip_dist_half_body,left_knee_dist_half_body,right_knee_dist_half_body,left_ankle_dist_half_body,right_ankle_dist_half_body,left_elbow_angle_deg,right_elbow_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,neck_angle_deg,wrist/shoulder_ratio
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1726842,1.2324269,1.252151,1.296572,1.3280953,1.0761585,1.0957723,0.49467766,0.40813807,0.30448607,0.050241765,0.18358004,0.18358004,1.2832386,1.2980267,2.4166222,2.426669,0.1794518,0.2214695,0.21305193,0.28209195,0.28778648,0.25983807,0.25983807,0.86325216,0.78814083,1.0009454,1.0249469,1.065418,1.0752162,2.313224,2.3520818,3.4509788,3.4792848,0.65247256,0.7113278,0.7270911,0.77611995,0.8033393,0.5786546,0.5967756,0.46581098,0.34043506,0.51896673,0.49854282,0.5535642,0.5629569,1.7946805,1.8249947,2.9320102,2.9528117,139.39558,132.53305,14.788121,4.365069,39.860844,0.4953067
1,0.0062918933,0.0053049517,0.0052519254,0.002970145,0.0014192257,0.0053812023,0.0031901442,0.0057395184,0.0060024066,0.030816209,0.036059007,0.00842899,0.008087473,0.011382632,0.010678276,0.024525186,0.019328453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1679373,1.2286342,1.2483189,1.2956845,1.3265055,1.0772033,1.0982755,0.48521975,0.4169166,0.2726128,0.012918144,0.18324429,0.18324429,1.2789317,1.3044566,2.401415,2.419721,0.17107335,0.21461795,0.2064959,0.27991247,0.28488216,0.26080722,0.26080722,0.8614972,0.79104894,1.0244877,1.0586666,1.0664381,1.0772196,2.3113232,2.3602083,3.43776,3.4740734,0.646417,0.7063885,0.7222558,0.7744403,0.800981,0.5791172,0.59857994,0.45824763,0.34781033,0.53209907,0.5307108,0.5537305,0.5640686,1.7916819,1.8322875,2.9178207,2.9467442,140.67265,136.78246,13.989833,5.165736,39.801125,0.5003661
2,0.0043570464,0.003501828,0.005227869,0.0047199302,0.0038536042,0.006641715,0.0030699472,0.003558113,0.0040589105,0.008585551,0.020352896,0.0062957853,0.008392711,0.0016654548,0.012872547,0.014241131,0.017090682,0.0019348469,0.0018031236,2.4056528e-05,0.0017497852,0.0024343785,0.0012605125,0.00012019696,0.0021814054,0.001943496,0.022230659,0.01570611,0.0021332046,0.00030523818,0.009717178,0.0021942705,0.010284055,0.0022377707,1.1614317,1.2198166,1.2401016,1.2844511,1.3178239,1.0653447,1.0903038,0.48091218,0.41781336,0.27237692,0.010833676,0.18369986,0.18369986,1.282337,1.2976223,2.420315,2.4343717,0.16963659,0.21377836,0.20672286,0.2788023,0.28755286,0.26240394,0.26240394,0.85901105,0.78858334,1.0128735,1.0478711,1.0580529,1.0649061,2.3051765,2.3428903,3.4466667,3.4780385,0.6446696,0.7025493,0.7190563,0.76845396,0.79776067,0.5732855,0.5962868,0.45971408,0.35350335,0.5261177,0.52518994,0.5507809,0.5573457,1.7904922,1.8202274,2.9318027,2.9560459,139.51442,137.4837,14.05921,5.702105,42.630466,0.53963596
3,0.001707664,0.0019462394,0.0018558279,0.0024871393,0.0019137659,0.0048948554,0.0022967746,0.0017350558,0.007909849,0.009459555,0.03982937,0.0022558307,0.005720261,0.0038422404,0.01940306,0.0071578743,0.027883677,0.0026493825,0.0015555887,0.003372041,0.002232791,0.0019398383,0.0017468594,0.0007731726,0.0018230572,0.0038509388,0.0008740043,0.019476473,0.0040399544,0.0026724502,0.0021767856,0.006530514,0.0070832567,0.010792995,1.1575022,1.2151273,1.2355801,1.2784032,1.3127052,1.0580264,1.086492,0.4789161,0.42444372,0.26448452,0.05339964,0.18293053,0.18293053,1.2821788,1.281967,2.427013,2.4264712,0.17026523,0.21411285,0.2075963,0.27762848,0.28862938,0.26262173,0.26262176,0.8563409,0.78367686,1.0177879,1.070448,1.0537018,1.0576314,2.2992945,2.321442,3.4481742,3.4638257,0.64355075,0.7006756,0.71738005,0.765149,0.7956178,0.56916785,0.5953775,0.4594531,0.3562414,0.5316759,0.55146366,0.5492108,0.5529745,1.7874913,1.8016723,2.9359674,2.9449418,139.61584,142.32571,14.157576,6.3335423,43.685425,0.5990826
4,0.0048931236,0.0039502615,0.0036127788,0.003743501,0.0033465768,0.001710357,0.0057576983,0.0015206338,0.007797453,0.019906158,0.0315673,0.0022046855,0.003311399,0.018926123,0.023737403,0.007219355,0.03256892,0.0031854596,0.0020040222,0.001756951,0.0012563616,0.0014328109,0.0031844983,0.0034609237,0.000214422,0.0001123962,0.0104466025,0.008262068,5.114521e-05,0.002408862,0.015083883,0.0043343417,6.1480794e-05,0.0046852436,1.1585139,1.215409,1.235385,1.2764088,1.3111702,1.0560799,1.0825131,0.47899315,0.42303154,0.26647884,0.08364522,0.1834899,0.1834899,1.2655387,1.2598847,2.434089,2.422866,0.1785418,0.22082779,0.21274859,0.27862298,0.29043284,0.2641702,0.2641702,0.85715306,0.7870679,1.036401,1.0915316,1.0506557,1.0540528,2.27883,2.2959182,3.4514563,3.455914,0.64696985,0.70323974,0.719217,0.7648393,0.7958099,0.5692972,0.59360284,0.46219796,0.3616211,0.5514736,0.57512873,0.54802096,0.55127305,1.7688644,1.777872,2.9411263,2.9391098,142.10872,145.34673,14.269554,6.5797486,42.68653,0.64375067
5,0.010935768,0.00915359,0.010719033,0.0029544532,0.0042431233,0.004702864,0.0012707746,0.0029817063,0.0038381938,0.0095543675,0.0026954694,0.00023969276,0.0035922527,0.0066158744,0.009096443,0.002180876,0.015768912,0.006042644,0.005203328,0.007106254,0.0007890477,0.0008965465,0.002992507,0.0044869236,0.0014610725,0.003959259,0.01035179,0.028871832,0.0019649926,0.00028085383,0.012310249,0.01464096,0.0050384793,0.016800009,1.1570573,1.2127343,1.2336103,1.271689,1.3080215,1.0496657,1.0801607,0.47664455,0.42458743,0.27534804,0.087485455,0.1831408,0.1831408,1.2738428,1.2577332,2.4364932,2.4188669,0.1736684,0.21780328,0.2123613,0.27821884,0.29280737,0.26482937,0.26482937,0.85776204,0.78071475,1.0361959,1.0913222,1.0477513,1.0476518,2.2826984,2.289013,3.449285,3.4469075,0.64686686,0.7021729,0.7193131,0.7624073,0.7951689,0.56562513,0.5936382,0.4641534,0.35897145,0.55563,0.5773079,0.5473821,0.5472868,1.7750096,1.7733308,2.9412582,2.9325774,143.39885,145.99466,14.369357,6.6160393,46.433994,0.6624535
6,0.002332582,0.0024945042,0.0027773087,0.0051650885,0.005902454,0.0036354086,0.007946763,0.007953725,0.002007728,0.017513704,0.018061165,0.0069804853,0.009441452,0.016137095,0.017190523,0.0075828545,0.011811715,0.008603185,0.0066590854,0.007941725,0.0022106352,0.0016593304,0.0010674556,0.0066759884,0.0049720183,0.0018304659,0.007959336,0.015365696,0.0067407927,0.0058491994,0.009521221,0.008094081,0.0054019783,0.003957197,1.1651887,1.2211334,1.2412438,1.2783681,1.3135254,1.0565373,1.0820372,0.48231122,0.43255866,0.27459338,0.073927395,0.18288216,0.18288216,1.2819111,1.262105,2.4249814,2.4062212,0.177225,0.22179995,0.21569578,0.27968696,0.29386246,0.26454744,0.26454744,0.8481906,0.7746758,1.0160948,1.0695262,1.0516083,1.0526711,2.2951884,2.2978175,3.4422927,3.4387126,0.65280056,0.70837337,0.7247188,0.76670516,0.7984134,0.5698596,0.59330165,0.4556727,0.35387385,0.53435665,0.5534326,0.54888517,0.5499028,1.7852745,1.7799014,2.9319906,2.9221456,142.11731,145.00877,14.231374,6.6400933,46.330036,0.6557799
7,0.002636278,0.0026552677,0.0025909592,0.0046640267,0.0046135793,0.0059407353,0.0057777036,0.008876346,0.0015144035,0.010835176,0.0031187274,0.0057060122,0.009556656,0.007538784,0.0127695985,0.0069839745,0.0067415936,0.00030369614,0.0001607635,0.0001863495,0.0005010618,0.0012888745,0.0023053268,0.0021690596,0.0009226212,0.0004933245,0.006678527,0.014942437,0.001274473,0.00011520367,0.008598311,0.004420925,0.00059888,0.005070121,1.1703241,1.2268199,1.2460545,1.2839963,1.3173047,1.0643164,1.0847344,0.4848433,0.4409382,0.2689338,0.07523886,0.18204065,0.18204065,1.2810863,1.263205,2.4113746,2.3995128,0.17803554,0.22297579,0.21566392,0.27998227,0.29155168,0.26350987,0.26350987,0.84050065,0.77371466,1.0059323,1.0657346,1.0566496,1.0584482,2.300981,2.3046145,3.4355779,3.4380877,0.6552553,0.7113963,0.72681737,0.76954556,0.7992679,0.57426953,0.5930643,0.44658622,0.35385382,0.5203795,0.5471814,0.5509135,0.5526371,1.7878844,1.783858,2.9219248,2.9185162,141.46037,144.70514,13.894443,6.987664,45.2286,0.6530134
8,0.0044669006,0.0034016054,0.0039832443,0.0016320372,0.0015045514,0.0017467063,0.002939627,0.0040480066,0.0052406522,0.016488532,0.008158702,0.0033893923,0.004834505,0.008023519,0.010082519,0.02036847,0.010435917,0.0018306226,0.0007463377,0.0013922851,0.0030319896,0.0031090279,0.004194029,0.0028380766,0.0048283394,0.0037262486,0.0056533553,0.005039975,0.00231662,0.004722151,0.00048473524,0.0026870798,0.013384495,0.0036943238,1.1729065,1.2293668,1.2490357,1.288231,1.3219936,1.0677689,1.089627,0.48129472,0.44832772,0.2610259,0.08249881,0.18122539,0.18122539,1.2845879,1.2679114,2.3891385,2.385972,0.17341088,0.21936238,0.2128425,0.27955255,0.2915994,0.26198044,0.2619804,0.8398102,0.77047247,1.0227283,1.0751368,1.0612739,1.0627948,2.309197,2.3139956,3.4179616,3.4294858,0.6550738,0.7113104,0.72727394,0.7714114,0.80161077,0.57498986,0.59514004,0.4412416,0.3514883,0.5322454,0.5546115,0.5529954,0.55445373,1.7937416,1.7908987,2.901974,2.9074643,143.78468,145.98752,13.4597435,7.1644263,46.12494,0.6550079
9,0.003460553,0.0031051876,0.0027519101,0.0007694737,0.0004217797,0.0015196019,0.002176704,0.0037654354,0.007135697,0.0074540717,0.0016180158,0.0079121385,0.0066783535,0.0022710457,0.005121559,0.0049569313,0.00725968,0.0010063476,0.00029641786,0.0012313342,0.0008625635,0.0010827717,0.0002271044,0.00076292315,0.00028257119,0.0018950449,0.00903446,0.006540687,0.0045227464,0.0018438487,0.005752473,0.00496096,0.015411539,0.0031762375,1.1760036,1.2328821,1.253014,1.2933215,1.3281858,1.0721493,1.0983799,0.48616916,0.4610391,0.2642971,0.08583559,0.18119009,0.1811901,1.2762113,1.2564151,2.3799093,2.3722324,0.16900234,0.21540304,0.20959784,0.2779518,0.29111904,0.2621278,0.2621278,0.8389048,0.76477253,1.028211,1.0757718,1.0691031,1.068269,2.308409,2.3093677,3.4162714,3.4227777,0.65456694,0.7112548,0.727786,0.7730807,0.8044246,0.5760142,0.60021627,0.43902826,0.34842792,0.5349957,0.5522784,0.5573065,0.5565063,1.789251,1.7828529,2.896571,2.8972628,144.84901,146.52138,13.478907,7.3952336,46.4806,0.6678641
